MemberID,Age,Gender,MembershipType,MonthlyFee,JoinDate,LastVisitDate,VisitsLast30Days,PersonalTrainingSessionsLast90Days,PaymentMethod,InactivityDays,Cancelled
1007,34,M,Premium,34.99,2024-01-23,2025-07-24,8,3,SEPA,192,1
1008,47,M,Elite,49.99,2025-11-06,2026-01-19,11,4,SEPA,13,0
1009,40,D,Elite,49.99,2023-12-09,2025-05-12,4,4,PayPal,265,1
1010,46,D,Premium,34.99,2025-02-04,2025-10-31,2,1,PayPal,93,0
1011,30,M,Premium,34.99,2023-03-16,2024-05-13,10,0,Credit Card,629,1
1012,32,D,Basic,19.99,2023-11-18,2024-12-05,7,1,Credit Card,423,1
1013,18,F,Elite,49.99,2024-04-16,2025-12-04,4,1,Credit Card,59,0
1014,36,F,Premium,34.99,2025-01-22,2025-10-03,12,1,SEPA,121,1
1015,34,D,Elite,49.99,2025-01-05,2025-02-16,6,2,SEPA,350,1
1016,20,F,Basic,19.99,2023-07-21,2023-11-19,2,0,Credit Card,805,1
1017,33,M,Elite,49.99,2024-09-11,2025-09-27,6,2,PayPal,127,0
1018,35,F,Premium,34.99,2024-06-18,2024-06-26,8,0,PayPal,585,1
1019,48,M,Premium,34.99,2023-01-25,2025-09-17,8,4,SEPA,137,1
1020,45,D,Premium,34.99,2025-11-22,2026-01-31,7,1,Credit Card,1,0
1021,44,F,Elite,49.99,2025-05-05,2025-08-20,10,3,Credit Card,165,0
1022,38,F,Basic,19.99,2023-01-20,2025-11-08,0,2,PayPal,85,1
1023,53,M,Elite,49.99,2024-09-05,2025-08-04,9,0,Credit Card,181,1
1024,29,F,Basic,19.99,2025-03-11,2025-09-22,3,0,PayPal,132,1
1025,35,M,Basic,19.99,2025-07-13,2025-12-23,10,2,PayPal,40,1
1026,27,M,Basic,19.99,2025-09-27,2025-10-03,9,0,Credit Card,121,1
1027,45,M,Premium,34.99,2025-12-09,2025-12-13,5,0,Credit Card,50,0
1028,23,M,Elite,49.99,2025-03-11,2025-05-30,2,4,SEPA,247,1
1029,35,F,Elite,49.99,2023-09-24,2024-04-21,6,1,Credit Card,651,1
1030,45,F,Basic,19.99,2024-02-20,2025-07-18,8,1,Credit Card,198,1
1031,37,D,Premium,34.99,2024-05-20,2025-11-09,2,1,Credit Card,84,0
1032,35,F,Elite,49.99,2025-07-23,2025-10-19,11,0,SEPA,105,1
1033,40,D,Basic,19.99,2025-06-03,2025-09-28,5,0,SEPA,126,1
1034,33,D,Elite,49.99,2024-05-05,2024-10-13,5,7,PayPal,476,1
1035,42,D,Basic,19.99,2024-03-20,2025-08-07,7,0,Credit Card,178,1
1036,26,F,Basic,19.99,2025-04-19,2025-12-05,1,0,PayPal,58,1
1037,37,D,Premium,34.99,2025-08-03,2025-11-08,10,0,SEPA,85,1
1038,45,F,Premium,34.99,2023-10-07,2024-09-05,12,2,Credit Card,514,1
1039,33,M,Basic,19.99,2023-10-15,2025-02-08,8,0,SEPA,358,1
1040,26,M,Elite,49.99,2025-12-30,2026-01-24,8,0,Credit Card,8,0
1041,18,D,Elite,49.99,2023-12-31,2024-08-08,9,6,PayPal,542,1
1042,35,F,Basic,19.99,2023-07-30,2024-09-01,4,0,SEPA,518,1
1043,31,M,Basic,19.99,2024-05-26,2025-06-13,6,1,SEPA,233,1
1044,22,D,Basic,19.99,2023-05-10,2023-12-21,5,0,Credit Card,773,1
1045,28,D,Basic,19.99,2024-10-22,2025-08-05,9,0,SEPA,180,1
1046,38,F,Basic,19.99,2024-03-13,2024-06-29,11,1,SEPA,582,1
1047,20,D,Premium,34.99,2025-07-28,2025-09-22,5,0,SEPA,132,1
1048,54,F,Basic,19.99,2025-04-21,2025-09-22,4,0,PayPal,132,0
1049,22,D,Premium,34.99,2023-12-18,2024-08-31,14,0,PayPal,519,1
1050,27,D,Elite,49.99,2023-09-30,2024-09-04,4,6,Credit Card,515,1
1051,40,D,Elite,49.99,2023-02-06,2025-08-13,7,0,SEPA,172,1
1052,55,M,Premium,34.99,2024-04-21,2024-05-12,8,3,SEPA,630,1
1053,39,F,Premium,34.99,2023-05-03,2023-09-20,9,2,SEPA,865,1
1054,37,M,Premium,34.99,2025-06-27,2026-01-02,5,4,Credit Card,30,1
1055,30,D,Premium,34.99,2024-08-13,2024-09-06,6,2,PayPal,513,1
1056,54,F,Elite,49.99,2024-05-23,2025-01-05,6,4,Credit Card,392,1
1057,28,M,Elite,49.99,2023-05-24,2026-01-24,17,2,SEPA,8,0
1058,48,M,Premium,34.99,2024-02-23,2024-10-21,7,0,SEPA,468,1
1059,54,M,Premium,34.99,2025-05-18,2025-08-16,7,3,Credit Card,169,1
1060,39,F,Premium,34.99,2025-09-12,2025-10-02,10,2,PayPal,122,1
1061,25,F,Basic,19.99,2025-06-06,2025-12-17,6,0,Credit Card,46,1
1062,27,F,Premium,34.99,2023-11-09,2025-05-28,3,1,PayPal,249,1
1063,37,M,Elite,49.99,2025-09-11,2025-09-29,5,3,SEPA,125,1
1064,39,F,Premium,34.99,2025-10-22,2026-01-23,16,0,Credit Card,9,0
1065,35,D,Elite,49.99,2025-02-25,2025-11-02,15,4,SEPA,91,0
1066,26,M,Premium,34.99,2025-02-27,2025-12-13,14,0,Credit Card,50,0
1067,39,D,Basic,19.99,2025-11-09,2026-01-10,0,0,SEPA,22,0
1068,39,D,Elite,49.99,2025-09-05,2025-09-13,5,0,Credit Card,141,1
1069,25,F,Basic,19.99,2025-07-21,2026-01-11,0,0,SEPA,21,0
1070,21,D,Elite,49.99,2023-08-28,2025-10-25,11,1,SEPA,99,0
1071,43,M,Premium,34.99,2025-11-27,2025-12-21,7,2,PayPal,42,0
1072,35,D,Premium,34.99,2025-02-22,2025-12-19,8,0,SEPA,44,0
1073,25,F,Elite,49.99,2024-12-06,2026-01-26,9,6,SEPA,6,0
1074,16,M,Basic,19.99,2023-12-11,2025-04-27,6,0,Credit Card,280,1
1075,27,F,Basic,19.99,2025-06-01,2025-07-14,5,0,SEPA,202,1
1076,29,M,Basic,19.99,2025-07-11,2025-12-03,8,1,Credit Card,60,0
1077,55,M,Elite,49.99,2025-04-17,2025-11-28,9,4,Credit Card,65,0
1078,17,D,Basic,19.99,2023-05-12,2024-04-26,0,1,SEPA,646,1
1079,53,M,Basic,19.99,2024-06-28,2024-07-05,7,4,PayPal,576,1
1080,46,F,Elite,49.99,2024-06-28,2025-11-07,4,3,Credit Card,86,0
1081,41,F,Elite,49.99,2024-05-05,2025-05-09,11,3,SEPA,268,1
1082,41,D,Basic,19.99,2023-01-07,2025-07-30,8,1,PayPal,186,1
1083,44,D,Elite,49.99,2024-05-24,2025-06-05,5,1,SEPA,241,1
1084,17,D,Premium,34.99,2023-01-07,2024-10-27,15,0,PayPal,462,1
1085,54,F,Premium,34.99,2025-06-28,2025-08-26,7,0,Credit Card,159,1
1086,40,F,Elite,49.99,2023-07-25,2025-08-14,8,4,PayPal,171,1
1087,24,F,Basic,19.99,2025-10-30,2025-11-03,4,3,Credit Card,90,0
1088,23,F,Elite,49.99,2023-12-11,2025-03-11,5,2,PayPal,327,1
1089,43,D,Basic,19.99,2023-07-03,2023-10-19,10,4,Credit Card,836,0
1090,46,D,Basic,19.99,2024-03-27,2024-12-15,1,0,Credit Card,413,1
1091,37,M,Elite,49.99,2023-07-05,2025-09-26,8,0,Credit Card,128,1
1092,51,F,Basic,19.99,2025-02-20,2026-01-20,6,1,SEPA,12,0
1093,53,M,Elite,49.99,2024-11-27,2025-12-11,12,2,Credit Card,52,1
1094,16,F,Basic,19.99,2025-02-17,2025-12-09,3,0,Credit Card,54,0
1095,39,D,Basic,19.99,2024-10-16,2025-11-14,0,0,Credit Card,79,1
1096,45,F,Basic,19.99,2023-01-19,2026-01-25,7,0,PayPal,7,0
1097,54,F,Basic,19.99,2025-07-22,2025-08-28,5,0,SEPA,157,1
1098,48,D,Basic,19.99,2024-10-17,2025-03-24,4,4,PayPal,314,1
1099,34,D,Premium,34.99,2024-03-17,2025-08-05,14,2,PayPal,180,1
1100,19,M,Premium,34.99,2024-03-07,2024-10-23,7,0,SEPA,466,1
1101,37,F,Elite,49.99,2023-02-14,2025-04-27,4,3,SEPA,280,1
1102,34,F,Elite,49.99,2025-12-17,2026-02-01,13,1,SEPA,0,0
1103,53,M,Elite,49.99,2023-09-26,2024-08-22,6,5,Credit Card,528,1
1104,25,M,Basic,19.99,2025-09-15,2025-11-28,6,0,Credit Card,65,0
1105,25,F,Premium,34.99,2023-07-28,2025-06-21,6,0,Credit Card,225,1
1106,19,M,Elite,49.99,2025-08-28,2025-10-12,4,0,PayPal,112,0
1107,18,M,Basic,19.99,2025-04-07,2025-08-10,3,2,SEPA,175,1
1108,21,F,Elite,49.99,2025-02-07,2026-01-27,3,4,SEPA,5,0
1109,21,M,Premium,34.99,2023-09-03,2023-12-31,2,0,PayPal,763,1
1110,22,D,Basic,19.99,2025-09-09,2025-11-18,0,6,Credit Card,75,0
1111,36,M,Elite,49.99,2023-09-14,2023-12-24,13,1,PayPal,770,1
1112,51,D,Elite,49.99,2023-02-10,2025-04-26,3,3,PayPal,281,1
1113,29,D,Basic,19.99,2023-09-12,2025-10-22,8,3,PayPal,102,1
1114,36,M,Basic,19.99,2025-07-04,2026-01-24,7,1,PayPal,8,0
1115,21,M,Elite,49.99,2024-06-09,2024-07-14,4,7,PayPal,567,1
1116,35,M,Elite,49.99,2023-01-01,2024-05-23,10,2,SEPA,619,1
1117,36,D,Premium,34.99,2025-10-01,2025-12-28,4,0,PayPal,35,0
1118,18,M,Basic,19.99,2023-04-02,2024-07-30,3,4,PayPal,551,0
1119,38,F,Basic,19.99,2024-03-18,2025-11-13,5,0,Credit Card,80,0
1120,26,F,Premium,34.99,2025-02-20,2026-01-18,10,1,PayPal,14,0
1121,29,M,Elite,49.99,2023-10-21,2025-04-21,6,0,SEPA,286,1
1122,48,D,Basic,19.99,2025-02-01,2025-11-16,3,1,Credit Card,77,0
1123,54,M,Basic,19.99,2025-02-15,2025-02-28,5,3,Credit Card,338,1
1124,21,F,Premium,34.99,2023-05-16,2024-04-17,8,0,Credit Card,655,1
1125,40,M,Premium,34.99,2023-01-21,2023-08-09,14,0,PayPal,907,1
1126,47,M,Elite,49.99,2024-09-19,2025-07-17,4,5,Credit Card,199,1
1127,19,M,Premium,34.99,2023-07-22,2026-01-25,11,0,PayPal,7,0
1128,54,F,Premium,34.99,2025-12-24,2026-01-28,5,0,PayPal,4,0
1129,24,M,Premium,34.99,2023-11-15,2025-09-18,5,0,PayPal,136,0
1130,31,D,Elite,49.99,2025-01-28,2026-01-25,4,4,Credit Card,7,0
1131,34,F,Premium,34.99,2025-08-17,2025-12-23,1,0,SEPA,40,0
1132,21,F,Premium,34.99,2024-09-17,2025-08-08,8,0,SEPA,177,1
1133,26,D,Basic,19.99,2024-05-06,2024-08-09,8,1,SEPA,541,0
1134,46,F,Elite,49.99,2025-05-18,2025-07-26,5,0,SEPA,190,1
1135,55,M,Elite,49.99,2025-04-10,2025-04-17,12,3,Credit Card,290,1
1136,54,M,Elite,49.99,2024-05-15,2025-11-06,5,3,PayPal,87,0
1137,20,F,Basic,19.99,2024-04-05,2024-10-01,0,0,Credit Card,488,1
1138,23,F,Elite,49.99,2023-12-16,2025-01-01,8,5,SEPA,396,1
1139,46,F,Premium,34.99,2024-08-17,2025-06-19,9,4,SEPA,227,1
1140,48,M,Premium,34.99,2024-09-16,2026-01-01,14,0,PayPal,31,1
1141,35,F,Basic,19.99,2025-07-31,2025-10-23,14,1,Credit Card,101,1
1142,43,F,Basic,19.99,2023-01-19,2023-08-14,10,2,SEPA,902,1
1143,25,D,Premium,34.99,2025-09-25,2025-09-26,8,2,Credit Card,128,1
1144,33,M,Premium,34.99,2024-01-09,2025-07-11,5,0,PayPal,205,1
1145,38,D,Basic,19.99,2025-06-07,2025-06-08,8,2,Credit Card,238,1
1146,26,D,Basic,19.99,2024-11-09,2024-11-25,15,0,SEPA,433,0
1147,51,F,Elite,49.99,2025-05-12,2026-01-17,7,1,Credit Card,15,0
1148,40,M,Basic,19.99,2025-10-24,2026-01-24,12,0,Credit Card,8,0
1149,31,M,Elite,49.99,2025-10-21,2025-10-22,10,1,SEPA,102,0
1150,34,F,Premium,34.99,2025-06-08,2025-10-08,11,2,PayPal,116,1
1151,31,F,Basic,19.99,2025-11-13,2025-12-06,14,0,Credit Card,57,1
1152,22,D,Elite,49.99,2024-02-11,2025-06-10,5,2,PayPal,236,0
1153,23,M,Premium,34.99,2023-11-01,2024-06-22,19,2,Credit Card,589,0
1154,21,M,Premium,34.99,2023-02-06,2024-03-20,5,1,SEPA,683,1
1155,43,F,Basic,19.99,2024-03-30,2025-03-09,0,0,Credit Card,329,1
1156,38,D,Premium,34.99,2025-01-14,2025-06-06,8,5,SEPA,240,1
1157,36,M,Premium,34.99,2023-04-17,2025-02-21,0,1,SEPA,345,1
1158,39,F,Premium,34.99,2024-05-31,2025-10-16,12,2,SEPA,108,0
1159,39,D,Elite,49.99,2024-11-09,2025-05-12,4,2,SEPA,265,1
1160,22,M,Elite,49.99,2025-02-25,2025-04-10,7,1,PayPal,297,1
1161,44,M,Basic,19.99,2024-01-26,2024-08-10,11,0,Credit Card,540,1
1162,25,M,Basic,19.99,2024-02-18,2025-08-17,7,3,PayPal,168,1
1163,44,D,Elite,49.99,2024-12-12,2025-06-17,11,4,PayPal,229,1
1164,26,D,Premium,34.99,2025-10-28,2025-10-30,7,0,PayPal,94,1
1165,28,D,Premium,34.99,2023-05-05,2025-07-26,3,1,SEPA,190,1
1166,48,F,Elite,49.99,2023-12-05,2025-02-25,8,1,SEPA,341,1
1167,52,M,Elite,49.99,2023-01-08,2023-12-01,5,0,Credit Card,793,1
1168,49,F,Premium,34.99,2025-10-28,2026-01-26,10,0,SEPA,6,0
1169,18,D,Basic,19.99,2023-12-17,2024-08-02,4,3,Credit Card,548,0
1170,19,D,Basic,19.99,2023-09-30,2024-07-02,8,0,PayPal,579,1
1171,54,F,Premium,34.99,2024-12-12,2025-10-31,13,2,PayPal,93,0
1172,55,F,Premium,34.99,2023-10-01,2024-11-22,13,0,Credit Card,436,1
1173,27,F,Basic,19.99,2024-03-25,2025-01-05,0,0,PayPal,392,1
1174,40,D,Premium,34.99,2023-08-06,2025-08-14,11,0,Credit Card,171,1
1175,33,M,Elite,49.99,2024-03-27,2025-02-22,2,0,Credit Card,344,1
1176,39,M,Premium,34.99,2024-04-19,2025-07-07,10,1,SEPA,209,1
1177,47,D,Basic,19.99,2024-01-22,2025-08-27,5,0,SEPA,158,1
1178,28,M,Basic,19.99,2025-03-18,2026-01-23,8,1,Credit Card,9,0
1179,49,M,Elite,49.99,2023-07-25,2025-08-04,8,2,Credit Card,181,1
1180,16,D,Basic,19.99,2023-02-12,2023-09-25,10,3,PayPal,860,1
1181,22,D,Elite,49.99,2023-01-28,2023-02-16,11,0,SEPA,1081,1
1182,44,M,Premium,34.99,2025-09-10,2026-02-01,6,2,PayPal,0,0
1183,23,M,Basic,19.99,2024-07-01,2026-01-08,8,2,Credit Card,24,0
1184,30,M,Basic,19.99,2023-10-18,2023-10-19,3,1,SEPA,836,1
1185,47,M,Basic,19.99,2025-02-26,2025-04-24,7,5,SEPA,283,1
1186,39,M,Basic,19.99,2024-11-14,2025-01-13,4,0,PayPal,384,1
1187,43,M,Elite,49.99,2024-01-07,2025-12-02,5,0,SEPA,61,1
1188,39,F,Elite,49.99,2024-07-09,2025-12-02,10,0,SEPA,61,0
1189,25,F,Premium,34.99,2023-10-28,2024-09-19,6,0,SEPA,500,1
1190,43,D,Premium,34.99,2023-08-20,2025-04-02,10,2,Credit Card,305,1
1191,47,F,Premium,34.99,2024-12-23,2025-06-04,6,0,Credit Card,242,1
1192,31,F,Premium,34.99,2023-10-11,2026-01-09,3,0,PayPal,23,0
1193,21,D,Elite,49.99,2024-04-16,2025-05-14,3,4,PayPal,263,1
1194,31,F,Basic,19.99,2024-03-25,2024-06-22,8,4,Credit Card,589,1
1195,19,F,Premium,34.99,2023-10-01,2024-01-21,12,0,Credit Card,742,1
1196,51,F,Basic,19.99,2025-07-31,2025-09-05,6,2,SEPA,149,1
1197,17,D,Premium,34.99,2023-10-21,2024-11-10,3,3,SEPA,448,1
1198,17,M,Premium,34.99,2025-09-03,2025-10-13,9,2,Credit Card,111,1
1199,27,F,Elite,49.99,2023-11-03,2025-12-25,11,4,Credit Card,38,0
1200,44,D,Elite,49.99,2025-04-22,2025-10-11,9,3,PayPal,113,1
1201,48,M,Basic,19.99,2023-03-07,2024-02-25,2,2,Credit Card,707,0
1202,48,F,Elite,49.99,2024-06-12,2026-01-18,9,7,SEPA,14,0
1203,24,D,Basic,19.99,2025-12-04,2025-12-28,4,1,PayPal,35,0
1204,45,F,Premium,34.99,2023-06-08,2025-09-21,5,0,SEPA,133,1
1205,43,M,Premium,34.99,2025-01-30,2025-12-27,9,1,Credit Card,36,0
1206,34,M,Elite,49.99,2023-02-27,2024-07-01,10,3,Credit Card,580,1
1207,28,D,Basic,19.99,2024-01-20,2025-08-06,6,1,SEPA,179,1
1208,19,F,Basic,19.99,2025-09-17,2025-09-28,6,0,Credit Card,126,1
1209,28,F,Premium,34.99,2025-03-26,2025-12-07,6,0,SEPA,56,0
1210,48,M,Elite,49.99,2024-11-09,2025-06-05,8,1,Credit Card,241,1
1211,18,F,Basic,19.99,2025-09-03,2026-01-31,8,2,SEPA,1,0
1212,25,D,Basic,19.99,2024-04-19,2024-11-25,10,0,PayPal,433,0
1213,37,F,Basic,19.99,2025-12-07,2026-01-25,3,2,Credit Card,7,0
1214,31,M,Elite,49.99,2023-03-23,2025-05-24,0,0,Credit Card,253,1
1215,16,M,Premium,34.99,2023-07-19,2025-10-20,0,0,SEPA,104,0
1216,45,F,Basic,19.99,2025-10-18,2025-10-30,8,0,Credit Card,94,1
1217,20,M,Elite,49.99,2024-12-24,2025-02-07,8,1,Credit Card,359,1
1218,24,M,Elite,49.99,2025-06-24,2025-12-07,4,3,Credit Card,56,1
1219,39,D,Elite,49.99,2023-09-22,2024-12-16,11,2,PayPal,412,1
1220,18,D,Elite,49.99,2025-07-10,2025-09-15,14,4,PayPal,139,1
1221,22,F,Premium,34.99,2023-01-17,2023-11-29,10,2,Credit Card,795,1
1222,21,F,Premium,34.99,2025-08-04,2026-01-22,3,1,SEPA,10,0
1223,22,F,Premium,34.99,2023-06-25,2023-12-26,9,2,PayPal,768,1
1224,46,M,Premium,34.99,2025-09-22,2025-11-15,3,1,SEPA,78,0
1225,52,M,Elite,49.99,2024-03-13,2025-02-03,8,2,Credit Card,363,1
1226,19,M,Basic,19.99,2025-08-27,2025-10-20,11,0,PayPal,104,1
1227,25,M,Premium,34.99,2023-12-27,2024-03-21,5,1,Credit Card,682,1
1228,32,M,Basic,19.99,2025-12-10,2025-12-23,13,3,Credit Card,40,0
1229,38,F,Premium,34.99,2023-12-03,2024-06-23,1,1,PayPal,588,1
1230,52,F,Basic,19.99,2025-06-13,2025-09-11,0,0,PayPal,143,1
1231,36,M,Basic,19.99,2023-10-24,2024-09-19,13,0,Credit Card,500,1
1232,42,F,Elite,49.99,2023-08-21,2025-11-09,5,0,SEPA,84,0
1233,53,M,Basic,19.99,2025-07-09,2025-12-19,8,6,PayPal,44,0
1234,40,M,Premium,34.99,2023-12-07,2025-08-13,8,2,SEPA,172,1
1235,17,F,Premium,34.99,2025-01-28,2025-08-02,0,0,PayPal,183,1
1236,42,F,Premium,34.99,2025-07-22,2025-11-04,9,0,Credit Card,89,0
1237,45,F,Premium,34.99,2023-08-21,2024-02-17,10,3,Credit Card,715,1
1238,34,D,Elite,49.99,2024-08-06,2025-10-27,16,1,SEPA,97,1
1239,17,D,Premium,34.99,2023-08-01,2023-10-31,13,3,PayPal,824,1
1240,44,D,Elite,49.99,2023-07-24,2025-05-02,10,0,SEPA,275,0
1241,51,F,Basic,19.99,2024-04-01,2025-07-10,7,3,Credit Card,206,1
1242,16,F,Basic,19.99,2025-04-25,2025-11-13,2,0,Credit Card,80,0
1243,16,F,Basic,19.99,2025-04-29,2025-08-30,8,1,PayPal,155,1
1244,26,D,Premium,34.99,2024-10-12,2025-04-01,8,6,PayPal,306,1
1245,52,F,Basic,19.99,2025-03-16,2025-04-11,9,0,Credit Card,296,1
1246,26,F,Basic,19.99,2024-10-13,2025-07-04,11,3,PayPal,212,1
1247,32,D,Basic,19.99,2025-03-13,2026-01-28,8,0,Credit Card,4,0
1248,17,D,Elite,49.99,2023-01-24,2023-12-03,0,1,SEPA,791,1
1249,38,M,Basic,19.99,2023-09-25,2025-01-01,4,0,SEPA,396,1
1250,19,F,Basic,19.99,2025-02-13,2025-06-26,11,0,PayPal,220,1
1251,45,D,Basic,19.99,2023-07-31,2023-11-21,8,2,SEPA,803,0
1252,39,M,Premium,34.99,2023-06-08,2024-10-26,13,3,Credit Card,463,1
1253,42,F,Premium,34.99,2023-06-06,2024-01-07,5,0,Credit Card,756,1
1254,52,D,Elite,49.99,2023-01-21,2024-01-21,9,2,Credit Card,742,1
1255,26,D,Elite,49.99,2025-09-18,2025-09-19,7,4,PayPal,135,1
1256,48,M,Basic,19.99,2023-02-17,2026-01-12,7,0,Credit Card,20,0
1257,21,D,Elite,49.99,2023-10-11,2024-05-23,10,2,SEPA,619,1
1258,51,D,Premium,34.99,2024-12-14,2025-12-11,0,1,Credit Card,52,0
1259,27,M,Elite,49.99,2024-01-31,2024-10-13,11,0,SEPA,476,0
1260,29,D,Premium,34.99,2024-09-30,2024-12-23,4,1,Credit Card,405,1
1261,22,D,Premium,34.99,2024-10-14,2025-08-28,3,2,PayPal,157,1
1262,26,M,Elite,49.99,2023-05-12,2024-08-14,7,5,PayPal,536,1
1263,41,M,Basic,19.99,2025-12-22,2026-01-13,7,2,Credit Card,19,0
1264,29,D,Premium,34.99,2024-05-17,2024-07-30,3,3,Credit Card,551,1
1265,29,F,Elite,49.99,2023-01-23,2024-11-26,10,0,Credit Card,432,1
1266,49,M,Basic,19.99,2024-08-03,2025-03-08,0,0,PayPal,330,0
1267,42,D,Premium,34.99,2023-06-03,2025-01-10,6,2,Credit Card,387,1
1268,33,F,Basic,19.99,2025-10-18,2025-10-23,7,1,Credit Card,101,1
1269,17,F,Basic,19.99,2024-04-29,2025-12-10,1,0,Credit Card,53,0
1270,41,M,Elite,49.99,2024-08-05,2024-12-17,8,2,SEPA,411,1
1271,42,D,Premium,34.99,2025-08-20,2025-09-13,6,4,PayPal,141,1
1272,55,M,Premium,34.99,2024-10-03,2025-06-12,4,6,PayPal,234,1
1273,39,D,Basic,19.99,2023-09-06,2025-12-07,7,1,Credit Card,56,1
1274,26,M,Basic,19.99,2025-06-11,2025-08-07,4,0,PayPal,178,1
1275,32,M,Basic,19.99,2023-01-11,2023-04-28,9,1,PayPal,1010,1
1276,26,M,Elite,49.99,2025-02-16,2025-07-04,5,3,PayPal,212,0
1277,23,D,Elite,49.99,2025-04-26,2025-12-10,8,5,Credit Card,53,0
1278,46,M,Basic,19.99,2024-10-21,2025-11-20,5,2,PayPal,73,1
1279,20,M,Premium,34.99,2024-05-11,2024-12-07,8,1,Credit Card,421,1
1280,22,F,Basic,19.99,2024-01-20,2025-06-02,8,0,Credit Card,244,1
1281,45,D,Basic,19.99,2024-09-30,2025-09-27,7,0,Credit Card,127,1
1282,55,D,Basic,19.99,2025-02-28,2025-10-17,6,0,SEPA,107,1
1283,52,D,Basic,19.99,2024-09-21,2026-01-21,10,4,SEPA,11,0
1284,27,F,Basic,19.99,2023-02-03,2025-09-03,1,1,SEPA,151,1
1285,43,M,Basic,19.99,2023-06-22,2024-06-18,2,2,Credit Card,593,1
1286,22,M,Elite,49.99,2024-07-12,2025-07-25,1,6,SEPA,191,1
1287,54,F,Elite,49.99,2025-04-04,2025-07-03,4,1,SEPA,213,1
1288,30,M,Basic,19.99,2024-05-24,2024-09-14,10,0,PayPal,505,1
1289,30,D,Elite,49.99,2023-07-26,2024-05-03,7,1,PayPal,639,1
1290,29,M,Basic,19.99,2024-07-03,2025-11-22,4,2,PayPal,71,0
1291,27,D,Elite,49.99,2023-01-07,2023-07-19,3,0,PayPal,928,0
1292,36,D,Basic,19.99,2024-05-03,2024-10-24,7,2,SEPA,465,1
1293,37,M,Basic,19.99,2025-08-29,2025-12-16,14,0,SEPA,47,1
1294,53,M,Premium,34.99,2024-12-22,2025-08-21,11,0,SEPA,164,1
1295,49,D,Basic,19.99,2024-08-18,2025-04-08,6,0,PayPal,299,1
1296,47,D,Premium,34.99,2024-11-18,2025-07-07,11,0,Credit Card,209,1
1297,38,F,Elite,49.99,2025-07-28,2025-07-31,5,5,PayPal,185,1
1298,33,D,Elite,49.99,2025-09-18,2025-10-16,7,2,SEPA,108,0
1299,47,M,Basic,19.99,2023-10-18,2024-10-17,0,0,SEPA,472,1
1300,40,D,Basic,19.99,2023-07-02,2024-01-16,13,0,Credit Card,747,1
1301,32,D,Premium,34.99,2025-12-15,2025-12-26,11,0,Credit Card,37,0
1302,18,D,Elite,49.99,2024-09-25,2024-12-31,5,0,Credit Card,397,1
1303,23,M,Premium,34.99,2024-12-11,2025-05-07,10,0,PayPal,270,1
1304,35,F,Premium,34.99,2024-08-16,2025-01-29,11,1,SEPA,368,1
1305,19,F,Premium,34.99,2024-08-02,2024-12-06,11,1,SEPA,422,1
1306,38,F,Elite,49.99,2024-05-29,2024-10-17,4,0,SEPA,472,1
1307,28,F,Elite,49.99,2024-07-08,2024-12-01,10,2,Credit Card,427,1
1308,43,F,Basic,19.99,2024-05-24,2025-06-23,13,0,SEPA,223,1
1309,36,D,Basic,19.99,2025-06-11,2025-12-01,4,0,PayPal,62,1
1310,35,M,Premium,34.99,2024-02-13,2024-12-17,2,0,Credit Card,411,1
1311,24,D,Premium,34.99,2025-06-13,2025-07-07,6,0,Credit Card,209,1
1312,43,F,Premium,34.99,2025-08-17,2025-11-15,12,0,SEPA,78,0
1313,24,D,Premium,34.99,2025-05-12,2025-06-26,9,0,PayPal,220,1
1314,41,M,Premium,34.99,2024-08-23,2024-10-16,5,0,PayPal,473,1
1315,21,M,Premium,34.99,2025-07-31,2025-08-13,10,0,SEPA,172,1
1316,37,M,Basic,19.99,2024-08-18,2025-12-24,5,0,SEPA,39,0
1317,25,D,Elite,49.99,2024-02-24,2025-08-05,10,2,PayPal,180,0
1318,35,D,Basic,19.99,2023-11-13,2024-09-16,7,0,SEPA,503,1
1319,54,M,Elite,49.99,2023-01-01,2023-11-10,10,3,PayPal,814,1
1320,19,M,Premium,34.99,2025-06-27,2025-10-05,0,4,PayPal,119,0
1321,55,M,Premium,34.99,2024-06-17,2025-09-09,8,1,PayPal,145,1
1322,48,D,Elite,49.99,2024-05-07,2024-10-28,3,2,PayPal,461,1
1323,47,F,Elite,49.99,2023-07-24,2025-03-17,7,4,Credit Card,321,1
1324,25,M,Premium,34.99,2025-05-03,2025-12-06,3,1,Credit Card,57,1
1325,18,F,Basic,19.99,2023-03-11,2025-09-06,0,1,SEPA,148,1
1326,48,M,Premium,34.99,2025-01-02,2025-09-15,11,0,SEPA,139,1
1327,52,F,Premium,34.99,2023-11-07,2024-11-01,6,0,PayPal,457,1
1328,41,M,Elite,49.99,2024-09-12,2025-12-28,0,3,SEPA,35,0
1329,49,F,Basic,19.99,2025-11-04,2026-01-27,4,0,PayPal,5,0
1330,18,M,Elite,49.99,2025-04-06,2025-05-10,8,3,PayPal,267,1
1331,30,D,Basic,19.99,2025-09-02,2025-11-23,12,3,Credit Card,70,0
1332,19,D,Premium,34.99,2025-05-10,2025-06-11,13,3,Credit Card,235,1
1333,36,M,Elite,49.99,2023-03-02,2024-02-21,5,3,PayPal,711,1
1334,32,F,Premium,34.99,2024-02-14,2024-09-01,6,0,Credit Card,518,1
